모병제가 되어도 지원 많이 할 거다. 군인 정신 투철한 사람이 군대에 가야 제대로 된 군대지. 정신 상태가 썩은 아이들까지 군대에 가니 군대가 개판이 아닐까 한다. 제대로 된 군인은 정말 멋있다.	1
근데 기집은 생리도하고..힘도없고 머리도 둔하고..군인되면 짐만되지 꼭 기집들 징병제 해야겠냐?	0
문재앙정권과 함께 국민들도 머리속이 텅텅 비어가는구나 X200~250만원받고 모병제에 지원할 애들이 있다고보냐 ? 또 돈은 누가내니? 모든게 세금인데 지금 나라살림형편이 어떤지나 알고 떠드냐? 결국 장담컨대 북한에 먹힌다 XX	0
통일하고 모병제 해봐...장난 아니겠다...통일하면 대부분 이득같은데 왜들 반대하는거야...통일 하즈아~	0
여론조사를 군대안가는10대후반부터20대중반까지만 했나보네 참나라꼴 잘~돌아간다 ㅠ 아에 쓸모없는 허수아비 군대만들려고 작정했그만ㅠ	0
남자는 모두 현역으로 가고 보충역은 여자가 가는 걸로 하자...	0
AI군를 대폭 늘리는 방법도 한가지 방법 그렇다면 로봇이 제대로 인간을 살상하기위해 태어나는 것	0
모병제로 해라 이유는 개나소나 아무나 가는게 군대다. 털끗.티끌만치도 자랑거리 못되는데 가문의 영광처럼 생각한다. 유승준이도 20년 울거먹었으면 그만해라 대법원판결대로 해라 우리가 언제까지 중국.일본을 미워할거냐 유승준도 마찬가지다. 역으로 그들이 조센징하면서 미워하는 사실 기억하라 . .	1
출산률저하로 인한 어쩔수없는 정책임 발등에 불떨어지는 시점에 모병제를 도입한다면 생각하지 못했던 문제들이 터져나올 듯 미리 모병제로 전향해서 문제를 잡아가야함	1
6명은 미필. 4명은 군필	0
강제징용보다는 모병제로 하되 안가는사람들은 병역세를 내는게 더 현실적인것같음	1
멍청한 개소리하네.. 지금 인구 절벽시대라 90년대 후반생부터 인구 급격히 줄고 있다. 즉 10~15년후부터 청년 실업 문제는 일본처럼 말끔히 사라진다. 20대 인구 감소로 일본처럼 97% 취업률 나온다. 따라서 그때 모병제를 해봐야 지원자가 적을 수밖에 없다. 징병제가 아니면 수십만 사병수를 채우기가 어렵다. 이미 올해 수능친 남학생이 20만에 불과하다.	0
군대가기 싫은 꼬맹이들아. 좋든 싫든 모병제로 전환은 될거다. 근데 지금 늬들 새대는 아니다. 그냥 가라.	0
우리보다 인구도 적은 윗동네는 최근 12군단도 새로 창설하고 난리인데 우리는 왜 군 축소함? 전쟁 끝남?	0
독일은 모병제로 했더니 사람들이 돈줘도 군대 지원을 안해서 평균 유지 병력이 모자란다고 함.	0
ㅋㅋㅋㅋㅋ 6.25때 부산까지 밀려서 일본으로 망명정부를 세우니 제주도에 세워야 한다니 이런 말이 나올때도 여자는 안끌고 갔는데 지금 와서 끌고 간다고?ㅋㅋ 애초에 징병제에 대한 사회의 기본 합의 부터 잘못된 나라임. 모든 국민은 국방의 의무를 진다 해놓고 이상하게 이어져 온 결과.	0
모병제하면 누가 군대가. 군대 똥개취급하는 나라인데.	0
여성 징병제 적극환영합니다.	0
모병제 같은 소리하네...한 달 월급 300만원줘도 가기 싫다. 이럴진데 모병제라고 웃기고 있네	0
모병보다는 여성징병제가 현시점에선 가장 타당하지 외국도 여자들 다 군대가잖여 군대가서 수류탄 던지다가 팔도 잘려보고 지뢰밟아서 다리도 좀 날아가보고 재수없는 선후임 만나서 총알도 한번 맞아보고 해야 되는거 아니냐	0
@@@ 남북 대치 상황에서 모병제라니!!! 참 철딱서니 없다. 그러니 너희들보고 김정은이 추종하는 좌파 빨갱이라고 하지!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	0
현 제도 유지를 찬성합니다	0
세상이 바뀌었다. 이 불공정한 성차별을 참고 묵인할 세상이 아니다. 지금처럼 젊은이들이 서로 경쟁하고 겨우 취업하는 시대에, 2년가까이 되는 시간은 경력단절부터 교육권 박탈 등 상당한 기회비용이 상실하는거다. 옛날이야 다들 잘 살고 어떻게 먹고 살지 고민이 안되어서 애국심 하나로 버텼다지만, 애국심은 사라진 시대가 되었고 개개인의 인권과 생활권이 중요한 시대가 되었다. 형평성에 맞는 여성 징병제를 시행하던가, 국가에 희생정신하나로 청춘을 버리는 이에게 제대로된 금전적, 제도적 보상을 해줘야한다고 생각한다.	0
모병제 해봐라,,난리난다,,한국은 없는 사람만 군대가는걸로 고착화되버려,한국같이 교육,학벌에 집착하는 나라에서 그 어떤 부모가 군대보낼려고 하겠냐,,능력만 되면 뺄려고하지,모병제는 세수확보 문제보다는 사회분열을 야기할 우려가 더크니, 하지 말아야해,.군인이 모자르면 여자도 징징해야지 ! 남녀평등 시대에 뭔 소리들 하니? ㅉㅉ	0
남자는 군대를 갖다와야지 모병제 하면 반이상이 안갈라할텐데 ㅡ ㅡ 강제가 맞제유 그리고 여자보고 군대가라니 넘한거아님?? 설문조사를 어떻게 하면 저런 조사가???	0
여성 징병제 찬성함.남 여 똑같이 경쟁하는 시대임. 그러나 애 낳는 여자들은 군대 안가도 되고, 군대 제대 후 추후 애 낳으면 지금돈으로 500 만원 보상시켜주면 됨.	0
